 K=  1
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00

 K=  5
  0.000E+00  0.000E+00  1.240E+01  1.870E+01  2.630E+01  3.030E+01
  3.230E+01  2.900E+01  2.415E+01  1.930E+01  1.535E+01  1.090E+01
  7.340E+00  5.710E+00  4.140E+00  2.820E+00  1.680E+00  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00

 K=  6
  0.000E+00  0.000E+00  1.290E+01  1.980E+01  3.000E+01  3.530E+01
  3.780E+01  3.540E+01  3.040E+01  2.540E+01  2.090E+01  1.600E+01
  1.110E+01  9.160E+00  6.760E+00  4.900E+00  3.380E+00  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00

 K=  7
  0.000E+00  0.000E+00  1.300E+01  2.000E+01  3.140E+01  3.720E+01
  4.000E+01  3.840E+01  3.340E+01  2.840E+01  2.360E+01  1.860E+01
  1.300E+01  1.100E+01  8.200E+00  6.200E+00  4.400E+00  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00

 K=  8
  0.000E+00  0.000E+00  1.300E+01  2.000E+01  3.200E+01  3.800E+01
  4.100E+01  4.000E+01  3.500E+01  3.000E+01  2.500E+01  2.000E+01
  1.400E+01  1.200E+01  9.000E+00  7.000E+00  5.000E+00  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00

 K=  9
  0.000E+00  0.000E+00  1.300E+01  2.000E+01  3.200E+01  3.800E+01
  4.100E+01  4.000E+01  3.500E+01  3.000E+01  2.500E+01  2.000E+01
  1.400E+01  1.200E+01  9.000E+00  7.000E+00  5.000E+00  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00

